age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,exceeds50K
42, State-gov,381581, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
24, Private,353010, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Male,0,0,10, United-States,0
32, ?,161309, Prof-school,15, Married-civ-spouse, ?, Wife, Female,15024,0,50, United-States,1
47, Private,168337, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,48, United-States,1
37, Local-gov,177277, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
25, Private,145434, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,25, United-States,0
46, Local-gov,236827, 9th,5, Separated, Other-service, Unmarried, Female,0,0,40, United-States,0
26, Private,314177, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,0
27, Private,198258, Bachelors,13, Never-married, Sales, Own-child, Male,0,0,35, United-States,0
60, Private,83861, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
23, Private,133712, HS-grad,9, Never-married, Other-service, Other-relative, Female,0,0,45, United-States,0
38, State-gov,168223, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
37, Federal-gov,54595, HS-grad,9, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
28, Private,269246, 11th,7, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,0
58, Self-emp-not-inc,164065, Masters,14, Divorced, Sales, Not-in-family, Male,0,0,18, United-States,0
26, Private,50053, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,37, United-States,0
54, Self-emp-not-inc,260833, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,45, United-States,1
57, Private,182028, Assoc-acdm,12, Widowed, Adm-clerical, Not-in-family, Female,0,0,35, United-States,0
24, Private,55424, Bachelors,13, Never-married, Exec-managerial, Own-child, Male,0,0,40, United-States,0
44, Self-emp-not-inc,360879, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,1902,80, United-States,1
41, Private,253759, HS-grad,9, Never-married, Sales, Unmarried, Female,0,0,40, United-States,0
53, Private,153064, 5th-6th,3, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,10, Yugoslavia,1
62, Private,153891, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
37, Private,265038, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,0
48, Private,107373, 10th,6, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
19, Private,150073, Some-college,10, Never-married, Handlers-cleaners, Other-relative, Male,0,0,25, United-States,0
38, Self-emp-not-inc,133299, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
21, Private,107960, Some-college,10, Never-married, Transport-moving, Own-child, Male,0,0,20, China,0
21, ?,228960, Some-college,10, Never-married, ?, Own-child, Female,0,0,20, United-States,0
30, Private,342709, HS-grad,9, Married-spouse-absent, Craft-repair, Other-relative, Male,0,0,40, United-States,0
29, Private,224421, Assoc-voc,11, Married-AF-spouse, Farming-fishing, Husband, Male,0,0,44, United-States,1
32, Private,180799, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,1
35, Local-gov,91124, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
19, ?,425447, HS-grad,9, Never-married, ?, Unmarried, Female,0,0,40, United-States,0
24, Local-gov,317443, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,0
35, Private,216068, Assoc-acdm,12, Divorced, Tech-support, Unmarried, Female,0,0,40, United-States,0
39, Federal-gov,110622, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, Philippines,0
33, Private,373432, Some-college,10, Separated, Craft-repair, Own-child, Male,0,0,60, United-States,0
39, Private,270059, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,35, United-States,0
42, ?,56483, Some-college,10, Married-AF-spouse, ?, Wife, Female,0,0,14, United-States,0
19, ?,171868, HS-grad,9, Never-married, ?, Own-child, Male,0,0,20, United-States,0
28, Private,274964, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,38, United-States,0
27, Self-emp-not-inc,37302, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Male,7688,0,70, United-States,1
65, Self-emp-not-inc,226215, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,15, United-States,0
22, Private,235829, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
39, Federal-gov,227597, HS-grad,9, Never-married, Armed-Forces, Not-in-family, Male,0,0,50, United-States,0
42, State-gov,273869, HS-grad,9, Divorced, Protective-serv, Unmarried, Female,0,0,40, United-States,0
46, Local-gov,192235, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
21, Private,141453, HS-grad,9, Never-married, Other-service, Own-child, Female,0,0,40, United-States,0
19, Private,262515, 11th,7, Never-married, Other-service, Other-relative, Male,0,0,20, United-States,0
36, Private,225172, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
31, Self-emp-not-inc,369648, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, Male,0,0,50, United-States,1
33, ?,32207, HS-grad,9, Divorced, ?, Not-in-family, Male,0,0,75, United-States,0
22, Private,203076, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
18, Self-emp-not-inc,58700, 9th,5, Never-married, Farming-fishing, Other-relative, Female,0,0,40, Mexico,0
21, Private,259510, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,36, United-States,0
30, Private,258170, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
41, State-gov,309056, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,1
59, Self-emp-not-inc,195835, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
41, Private,70447, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
49, Self-emp-inc,83444, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,85, United-States,1
34, Private,27565, Assoc-voc,11, Married-civ-spouse, Craft-repair, Wife, Female,0,0,27, United-States,1
56, Self-emp-not-inc,51916, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Male,0,0,50, United-States,1
26, Private,124068, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,20, United-States,0
22, ?,120572, Some-college,10, Never-married, ?, Own-child, Female,0,0,40, United-States,0
47, Self-emp-not-inc,242519, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
22, Private,232985, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Male,0,0,20, United-States,0
49, Private,144396, 11th,7, Divorced, Exec-managerial, Not-in-family, Female,0,0,38, United-States,0
25, Private,104097, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,2829,0,60, United-States,0
29, Private,42881, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States,1
35, Private,54317, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1672,50, United-States,0
41, Private,233130, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
52, Private,214091, HS-grad,9, Widowed, Other-service, Not-in-family, Female,0,0,40, United-States,0
53, Private,194995, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, Italy,0
46, Private,191204, Assoc-voc,11, Never-married, Exec-managerial, Own-child, Female,0,0,40, United-States,0
33, Private,188403, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,44, United-States,0
26, Private,289700, Some-college,10, Married-civ-spouse, Other-service, Husband, Male,0,0,25, United-States,0
44, Private,177905, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Male,0,0,58, United-States,1
42, Self-emp-not-inc,54583, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,0,30, United-States,0
22, Private,377815, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,20, United-States,0
42, Private,230684, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,5178,0,50, United-States,1
21, Private,131473, Some-college,10, Never-married, Sales, Own-child, Male,0,0,20, Vietnam,0
28, Private,216178, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
36, Private,189674, Some-college,10, Separated, Other-service, Other-relative, Female,0,0,40, United-States,0
54, Private,88278, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,1977,50, United-States,1
52, Private,236222, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
26, Private,310907, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,35, United-States,0
36, Private,224541, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, El-Salvador,0
32, ?,78374, Bachelors,13, Never-married, ?, Not-in-family, Female,0,0,1, United-States,0
19, Private,316868, Some-college,10, Never-married, Other-service, Own-child, Male,0,0,30, Mexico,0
20, Private,140001, Some-college,10, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,0
38, Self-emp-not-inc,37778, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Male,0,0,60, United-States,0
45, Private,168598, 12th,8, Married-civ-spouse, Adm-clerical, Wife, Female,3103,0,40, United-States,1
32, Private,178615, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,2407,0,40, United-States,0
20, ?,34862, Some-college,10, Never-married, ?, Own-child, Male,0,0,72, United-States,0
26, Private,108658, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
47, Private,99911, 12th,8, Married-spouse-absent, Exec-managerial, Not-in-family, Female,0,0,55, United-States,0
23, Private,237044, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,12, United-States,0
46, Private,201595, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,70, United-States,0
18, Private,173923, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,10, United-States,0
32, Private,202729, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, Male,0,0,40, United-States,0
36, State-gov,323726, Some-college,10, Never-married, Tech-support, Unmarried, Female,0,0,40, United-States,0
17, Private,198830, 11th,7, Never-married, Adm-clerical, Other-relative, Female,0,0,10, United-States,0
19, Private,286469, Some-college,10, Never-married, Sales, Own-child, Female,0,0,30, United-States,0
34, Private,83800, Some-college,10, Married-civ-spouse, Other-service, Wife, Female,0,0,30, United-States,0
44, Private,199191, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,30, United-States,0
30, ?,331237, HS-grad,9, Separated, ?, Own-child, Female,0,0,20, United-States,0
37, Private,115806, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,0
43, Private,240504, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
25, Private,199472, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Female,0,0,38, United-States,0
29, Private,103111, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,30, Canada,0
39, Private,164898, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
39, Private,183898, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,60, Germany,1
41, Private,187802, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
49, Private,24712, Bachelors,13, Never-married, Other-service, Not-in-family, Female,0,0,35, Philippines,0
61, Private,231323, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
35, Self-emp-not-inc,95455, Bachelors,13, Divorced, Exec-managerial, Unmarried, Female,0,0,55, United-States,0
23, Private,234663, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
45, Local-gov,140644, Bachelors,13, Divorced, Protective-serv, Not-in-family, Male,0,0,40, United-States,1
49, Local-gov,184428, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
38, Private,301743, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,35, United-States,0
53, Private,144361, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,38, United-States,0
67, Private,105438, HS-grad,9, Separated, Machine-op-inspct, Other-relative, Female,0,0,40, United-States,0
57, Self-emp-not-inc,47178, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,35, United-States,1
39, Private,334366, Bachelors,13, Separated, Prof-specialty, Unmarried, Female,0,0,50, United-States,1
24, Private,278391, Assoc-acdm,12, Never-married, Sales, Own-child, Male,0,0,30, United-States,0
37, Private,114765, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
43, Private,63503, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
31, Private,162572, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,15024,0,60, United-States,1
40, Private,237601, Bachelors,13, Never-married, Sales, Not-in-family, Female,0,0,55, United-States,1
39, State-gov,142897, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, Female,0,0,50, United-States,0
29, Private,202182, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
27, Private,104993, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
52, Self-emp-not-inc,195462, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,98, United-States,1
67, Private,188903, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
52, Private,231865, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,46, United-States,0
38, Private,247547, HS-grad,9, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,0
32, Private,96480, Some-college,10, Never-married, Protective-serv, Not-in-family, Female,0,0,40, United-States,0
53, Private,34368, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
24, Private,275421, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States,0
37, Private,109133, Masters,14, Separated, Exec-managerial, Not-in-family, Male,27828,0,60, Iran,1
55, Private,76860, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Male,0,0,40, Philippines,0
32, Private,210926, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,38, United-States,1
40, Private,169885, HS-grad,9, Separated, Other-service, Not-in-family, Female,0,0,40, United-States,0
29, Private,283760, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
54, Self-emp-inc,195904, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
54, Private,53833, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
18, Private,236262, 11th,7, Never-married, Handlers-cleaners, Own-child, Male,0,0,12, United-States,0
37, Local-gov,347136, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,44, United-States,0
49, Private,220618, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,37, United-States,0
52, Private,311931, 5th-6th,3, Married-civ-spouse, Sales, Wife, Female,0,0,15, El-Salvador,0
56, Private,251836, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Male,0,0,40, ?,0
47, Self-emp-not-inc,199058, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,1
65, ?,168548, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
45, Private,166181, HS-grad,9, Widowed, Priv-house-serv, Own-child, Female,0,0,25, United-States,0
19, Local-gov,53220, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
39, Private,52870, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,30, United-States,0
37, Private,22494, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, Female,0,0,41, United-States,0
41, Self-emp-inc,73431, Bachelors,13, Widowed, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
27, Local-gov,132718, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States,0
39, Private,319052, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Wife, Female,0,0,37, Philippines,0
39, Private,165235, Bachelors,13, Separated, Prof-specialty, Unmarried, Female,0,0,40, Philippines,1
27, Local-gov,478277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
51, Private,182187, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,35, United-States,0
51, Self-emp-inc,126850, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,65, United-States,0
42, Private,313945, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,40, Ecuador,0
42, Private,192569, Prof-school,15, Divorced, Prof-specialty, Not-in-family, Female,0,0,39, United-States,1
39, Local-gov,163278, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,2202,0,44, United-States,0
24, ?,152719, Some-college,10, Never-married, ?, Own-child, Female,0,0,15, Haiti,0
25, Private,74389, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
27, Private,90692, Assoc-voc,11, Never-married, Other-service, Not-in-family, Female,0,0,40, Philippines,0
26, Self-emp-inc,187652, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Male,0,0,78, United-States,1
44, Self-emp-inc,63503, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,60, Greece,1
23, Private,223019, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
48, Private,323798, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,38, United-States,1
23, Private,263886, Some-college,10, Never-married, Sales, Not-in-family, Female,0,0,20, United-States,0
43, Private,194636, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,48, United-States,1
24, Private,304463, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,65, United-States,0
47, Federal-gov,198223, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,1
45, Private,130561, 11th,7, Never-married, Sales, Not-in-family, Female,0,0,35, United-States,0
31, Private,184307, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, Jamaica,1
33, Private,214129, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
47, Self-emp-not-inc,117865, HS-grad,9, Married-AF-spouse, Craft-repair, Husband, Male,0,0,90, United-States,0
47, Local-gov,358668, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Male,0,0,48, United-States,0
34, Private,245487, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Male,0,0,45, Mexico,0
22, Private,221694, Some-college,10, Never-married, Protective-serv, Not-in-family, Male,0,0,60, United-States,0
48, Private,273435, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,1579,40, United-States,0
38, Private,98080, Some-college,10, Never-married, Adm-clerical, Other-relative, Male,0,0,40, India,0
59, Private,195820, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
44, Private,332401, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,99999,0,65, United-States,1
21, ?,120998, Some-college,10, Never-married, ?, Own-child, Male,0,0,40, United-States,0
45, Private,274689, 10th,6, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,0
54, Private,145714, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Male,7688,0,25, United-States,1
18, Private,225859, Some-college,10, Never-married, Transport-moving, Own-child, Male,2907,0,30, United-States,0
22, Local-gov,399020, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,55, United-States,0
61, Self-emp-not-inc,48846, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
26, Private,186454, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,4650,0,40, Vietnam,0
41, Private,144752, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
47, Private,97176, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
29, Self-emp-not-inc,337505, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, South,0
51, ?,123429, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
35, Private,138441, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
43, Private,183096, Some-college,10, Separated, Sales, Unmarried, Female,0,0,10, United-States,0
33, Private,327902, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,3908,0,50, United-States,0
64, Federal-gov,267546, Assoc-acdm,12, Separated, Prof-specialty, Not-in-family, Female,0,0,40, United-States,1
39, Private,451059, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
36, Private,214604, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,42, United-States,1
54, Private,176240, Masters,14, Married-civ-spouse, Transport-moving, Husband, Male,7688,0,60, United-States,1
42, Private,111483, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,1
44, Self-emp-not-inc,234767, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,30, United-States,1
35, Private,225860, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
38, State-gov,354591, HS-grad,9, Never-married, Other-service, Unmarried, Female,114,0,38, United-States,0
29, Private,132874, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
59, Private,239405, HS-grad,9, Divorced, Other-service, Unmarried, Female,0,0,35, Jamaica,0
52, Self-emp-inc,81436, Prof-school,15, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
39, Self-emp-not-inc,231180, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,50, United-States,0
40, Private,201495, Bachelors,13, Divorced, Protective-serv, Not-in-family, Male,0,0,45, United-States,0
49, Private,167523, Bachelors,13, Divorced, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
38, Private,34173, Bachelors,13, Never-married, Sales, Unmarried, Female,0,0,45, United-States,0
48, Self-emp-not-inc,108557, Some-college,10, Divorced, Sales, Not-in-family, Female,3325,0,60, United-States,0
36, Private,75826, Bachelors,13, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
37, Self-emp-not-inc,86643, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, Male,0,0,50, United-States,0
18, Private,36251, 11th,7, Never-married, Other-service, Own-child, Female,0,0,25, United-States,0
24, Private,432376, Bachelors,13, Never-married, Sales, Other-relative, Male,0,0,40, United-States,0
33, Private,217962, Some-college,10, Never-married, Machine-op-inspct, Unmarried, Male,0,0,40, ?,0
60, Private,53707, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
52, Self-emp-not-inc,72257, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,0
50, Local-gov,163921, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
54, Local-gov,365049, Some-college,10, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, Mexico,0
43, Private,149871, HS-grad,9, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
20, Private,196678, 12th,8, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
21, Private,316184, HS-grad,9, Never-married, Other-service, Other-relative, Male,0,0,40, United-States,0
30, ?,164940, HS-grad,9, Separated, ?, Unmarried, Female,0,0,25, United-States,0
28, Federal-gov,56651, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States,0
41, Private,240124, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
32, Private,106742, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
41, Private,275446, Some-college,10, Separated, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
50, Private,146325, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,44, United-States,1
43, Private,95634, Bachelors,13, Married-civ-spouse, Other-service, Wife, Female,0,0,45, ?,0
38, Private,257735, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
52, Private,24740, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,1740,55, United-States,0
53, Private,20438, Some-college,10, Separated, Exec-managerial, Unmarried, Female,0,0,15, United-States,0
52, Local-gov,133403, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
21, Private,225724, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,20, United-States,0
36, Self-emp-not-inc,151322, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,1
25, Private,202091, HS-grad,9, Never-married, Exec-managerial, Own-child, Female,0,0,40, United-States,0
42, Private,275677, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States,0
33, Private,160784, 10th,6, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
41, Private,207335, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Male,0,0,45, United-States,1
23, Private,348092, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,40, Haiti,0
31, Private,191276, Assoc-voc,11, Divorced, Handlers-cleaners, Unmarried, Female,0,0,40, United-States,0
58, Self-emp-not-inc,261230, Some-college,10, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
42, Private,191429, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,15024,0,60, United-States,1
46, Private,171199, Bachelors,13, Divorced, Machine-op-inspct, Unmarried, Female,0,0,40, Puerto-Rico,0
55, Local-gov,193895, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,38, United-States,0
19, Private,146679, Some-college,10, Never-married, Exec-managerial, Own-child, Male,0,0,30, United-States,0
62, Self-emp-not-inc,158712, HS-grad,9, Never-married, Other-service, Unmarried, Female,0,0,6, United-States,0
40, Private,154374, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
48, Private,365516, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,35, United-States,0
52, Private,46788, Bachelors,13, Divorced, Craft-repair, Unmarried, Male,0,0,25, United-States,0
31, Private,75755, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,50, United-States,1
22, Private,60552, Some-college,10, Never-married, Sales, Own-child, Female,0,0,40, United-States,0
44, Self-emp-inc,144778, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Male,8614,0,50, United-States,1
24, Self-emp-not-inc,34918, Assoc-voc,11, Never-married, Other-service, Unmarried, Female,0,0,38, United-States,0
35, Federal-gov,205584, 5th-6th,3, Never-married, Craft-repair, Not-in-family, Male,0,0,40, Mexico,0
46, State-gov,56841, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
45, State-gov,259087, Masters,14, Divorced, Prof-specialty, Not-in-family, Female,0,0,45, United-States,0
40, Private,147206, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
43, Private,253759, Some-college,10, Married-civ-spouse, Tech-support, Wife, Female,0,0,40, United-States,0
